100
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1e-15	7.62e-14	1.8031e-12	2.94709e-11	3.47153e-10	3.06154e-09	2.0906e-08	1.13877e-07	5.07993e-07	1.89949e-06	6.07722e-06	1.69416e-05	4.18179e-05	9.2704e-05	0.000186899	0.000346498	0.000596519	0.000961896	0.00146395	0.00211715	0.00292683	0.00388832	0.00498753	0.00620263	0.00750652	0.00886941	0.0102613	0.0116541	0.0130228	0.0143467	0.0156093	0.0167987	0.0179069	0.0189295	0.0198651	0.0207145	0.0214807	0.0221675	0.0227799	0.0233233	0.0238036	0.0242264	0.0245973	0.0249217	0.0252047	0.0254509	0.0256646	0.0258497	0.0260098	0.026148	0.0262671	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-16	3.4e-15	1.123e-13	2.4774e-12	3.80116e-11	4.23054e-10	3.54542e-09	2.31248e-08	1.20866e-07	5.19466e-07	1.87821e-06	5.82937e-06	1.581e-05	3.80644e-05	8.24954e-05	0.000162935	0.000296489	0.000501901	0.000797261	0.00119769	0.00171376	0.0023511	0.00311144	0.00399449	0.00500001	0.00612906	0.00738404	0.00876736	0.0102794	0.0119162	0.0136678	0.0155181	0.0174448	0.0194212	0.0214181	0.023406	0.0253572	0.0272468	0.0290543	0.0307636	0.0323634	0.0338465	0.0352097	0.0364532	0.0375797	0.0385937	0.0395015	0.0403101	0.0410271	0.0416602	0.0422173	0.0427058	0.0431329	0.0435054	0.0438294	0.0441106	0.0443542	0.0445649	0.0447467	0.0449035	0.0450384	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-16	1.4e-14	3.912e-13	7.4e-12	9.90489e-11	9.7659e-10	7.34984e-09	4.35732e-08	2.09238e-07	8.34195e-07	2.82253e-06	8.26525e-06	2.13174e-05	4.91923e-05	0.000103006	0.000198185	0.000354262	0.000594002	0.000941921	0.0014223	0.00205687	0.00286237	0.0038485	0.00501661	0.00635966	0.00786367	0.00951032	0.0112804	0.0131565	0.0151254	0.0171779	0.0193077	0.0215092	0.0237752	0.0260945	0.0284516	0.0308264	0.0331955	0.035534	0.0378169	0.0400212	0.042127	0.0441182	0.0459831	0.0477142	0.0493079	0.0507641	0.0520857	0.0532776	0.0543464	0.0553002	0.0561472	0.0568964	0.0575565	0.0581362	0.0586437	0.0590868	0.0594726	0.0598079	0.0600985	0.0603501	0.0605674	0.0607548	0.0609163	0.0610552	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-16	1.35e-14	3.785e-13	7.1679e-12	9.60161e-11	9.47157e-10	7.13161e-09	4.23121e-08	2.03497e-07	8.13655e-07	2.76622e-06	8.15808e-06	2.12433e-05	4.96051e-05	0.000105284	0.0002055	0.000372612	0.00063316	0.00101604	0.00155021	0.00226223	0.00317416	0.00430184	0.00565353	0.00722904	0.00901934	0.0110069	0.0131668	0.0154696	0.0178839	0.0203804	0.0229345	0.025528	0.0281492	0.030791	0.0334485	0.0361161	0.0387858	0.0414452	0.0440785	0.0466666	0.0491888	0.0516248	0.0539554	0.0561648	0.0582405	0.0601737	0.0619598	0.0635975	0.0650889	0.0664384	0.0676523	0.0687387	0.0697061	0.0705638	0.0713214	0.071988	0.0725728	0.0730842	0.0735303	0.0739185	0.0742555	0.0745475	0.0748001	0.0750182	0.0752063	0.0753682	0.0755074	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-15	3.96e-14	9.772e-13	1.6549e-11	2.00862e-10	1.8173e-09	1.26916e-08	7.05745e-08	3.21218e-07	1.22625e-06	4.0117e-06	1.14619e-05	2.90764e-05	6.64415e-05	0.000138491	0.000266238	0.000476604	0.000801188	0.00127405	0.00192884	0.0027958	0.00389915	0.00525519	0.00687146	0.00874648	0.0108701	0.0132242	0.0157833	0.0185155	0.0213849	0.0243533	0.0273838	0.0304437	0.0335071	0.0365563	0.0395807	0.0425758	0.0455394	0.0484694	0.0513612	0.0542065	0.0569934	0.0597066	0.0623294	0.0648448	0.0672375	0.0694943	0.0716055	0.0735647	0.0753692	0.0770195	0.0785189	0.079873	0.081089	0.0821756	0.083142	0.083998	0.0847532	0.0854172	0.0859992	0.0865079	0.0869514	0.087337	0.0876717	0.0879616	0.0882122	0.0884286	0.0886151	0.0887757	0.0889137	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-16	2.88e-14	7.387e-13	1.29507e-11	1.62192e-10	1.51014e-09	1.08309e-08	6.17487e-08	2.87724e-07	1.1229e-06	3.75025e-06	1.09224e-05	2.8202e-05	6.54959e-05	0.00013855	0.000269934	0.000489072	0.000831069	0.00133439	0.00203775	0.00297665	0.00418022	0.00566872	0.00745212	0.00952979	0.0118912	0.0145172	0.0173816	0.0204522	0.0236924	0.0270622	0.03052	0.0340247	0.0375382	0.0410287	0.0444721	0.0478531	0.0511645	0.0544048	0.0575754	0.0606778	0.063711	0.0666701	0.0695466	0.0723287	0.0750028	0.077555	0.0799725	0.0822447	0.0843638	0.0863253	0.0881279	0.0897734	0.091266	0.092612	0.0938194	0.0948971	0.0958547	0.0967022	0.0974494	0.0981061	0.0986813	0.0991837	0.0996216	0.100002	0.100332	0.100618	0.100866	0.101079	0.101263	0.101421	0.101557	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-16	8.2e-15	2.433e-13	4.8749e-12	6.87417e-11	7.11306e-10	5.60491e-09	3.47528e-08	1.74531e-07	7.28221e-07	2.58141e-06	7.92794e-06	2.14599e-05	5.19745e-05	0.000114123	0.000229824	0.000428804	0.000747872	0.00122884	0.0019153	0.00284893	0.00406564	0.00559254	0.0074457	0.00962918	0.0121352	0.0149454	0.0180327	0.0213636	0.0249	0.028601	0.0324236	0.0363244	0.0402602	0.0441903	0.0480787	0.0518959	0.0556214	0.0592433	0.062758	0.0661676	0.0694769	0.0726906	0.0758109	0.078836	0.0817604	0.0845751	0.0872691	0.0898309	0.09225	0.0945175	0.0966274	0.0985767	0.100365	0.101995	0.103472	0.104803	0.105995	0.107058	0.108003	0.108838	0.109574	0.11022	0.110786	0.11128	0.111711	0.112085	0.11241	0.112691	0.112934	0.113143	0.113324	0.113479	0.113612	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1e-15	4.06e-14	1.008e-12	1.7174e-11	2.10122e-10	1.92065e-09	1.35828e-08	7.6645e-08	3.54575e-07	1.37725e-06	4.58644e-06	1.33373e-05	3.44175e-05	7.99357e-05	0.000169175	0.000329828	0.000598065	0.00101711	0.00163435	0.00249752	0.00365037	0.00512882	0.00695783	0.00914963	0.0117031	0.0146044	0.0178285	0.0213417	0.0251039	0.0290715	0.0331989	0.0374404	0.041751	0.0460867	0.0504057	0.0546698	0.0588461	0.062909	0.0668417	0.0706363	0.0742927	0.0778163	0.0812153	0.084497	0.0876664	0.0907244	0.093668	0.0964904	0.0991829	0.101736	0.104141	0.106391	0.10848	0.110408	0.112174	0.113782	0.115237	0.116547	0.117721	0.118766	0.119694	0.120515	0.121237	0.121872	0.122427	0.122912	0.123334	0.123701	0.124019	0.124295	0.124533	0.124738	0.124915	0.125067	0.125198	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-16	3.6e-15	1.191e-13	2.6172e-12	4.01012e-11	4.47221e-10	3.77074e-09	2.48552e-08	1.31916e-07	5.78527e-07	2.14478e-06	6.85733e-06	1.92425e-05	4.81273e-05	0.000108748	0.000224655	0.000428756	0.000762947	0.00127607	0.00202043	0.00304729	0.00440231	0.00612142	0.00822787	0.0107306	0.0136242	0.0168895	0.0204962	0.0244047	0.0285691	0.0329406	0.0374691	0.0421056	0.0468028	0.0515161	0.0562034	0.0608258	0.0653486	0.069743	0.0739876	0.0780695	0.0819845	0.0857359	0.0893323	0.0927844	0.0961023	0.0992931	0.10236	0.105302	0.108115	0.110791	0.113322	0.115702	0.117925	0.119987	0.121886	0.123624	0.125205	0.126636	0.127922	0.129073	0.130099	0.131009	0.131813	0.132521	0.133142	0.133686	0.134161	0.134574	0.134933	0.135244	0.135514	0.135747	0.135947	0.13612	0.136269	0.136397	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-16	8e-15	2.411e-13	4.9054e-12	7.02653e-11	7.38972e-10	5.92063e-09	3.73316e-08	1.90622e-07	8.08304e-07	2.90983e-06	9.06732e-06	2.48775e-05	6.10035e-05	0.000135468	0.000275599	0.000518915	0.000912391	0.00150992	0.00236825	0.00354206	0.00507897	0.00701535	0.00937329	0.0121593	0.0153642	0.0189648	0.0229257	0.0272025	0.0317445	0.0364978	0.0414078	0.0464217	0.0514896	0.0565653	0.0616063	0.0665737	0.0714324	0.0761521	0.0807081	0.0850831	0.0892683	0.0932628	0.0970733	0.100711	0.104188	0.107518	0.11071	0.113768	0.116693	0.119482	0.122131	0.124632	0.126979	0.129168	0.131196	0.133062	0.134769	0.13632	0.137723	0.138983	0.140111	0.141115	0.142005	0.142792	0.143484	0.144092	0.144624	0.145088	0.145491	0.145842	0.146146	0.14641	0.146637	0.146833	0.147002	0.147147	0.147272	
